,지점,지점명,일시,평균기온(°C),평균현지기압(hPa),평균해면기압(hPa),평균수증기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),일조율(%),최심적설(cm),평균지면온도(°C),years,month
462,104,북강릉,2015-05,18.8,998.7,1007.9,9.7,49.0,3.6,2.2,66.57,0.0,27.4,2015,5
463,104,북강릉,2015-06,19.8,998.4,1007.5,15.3,69.0,170.3,1.6,41.12,0.0,28.7,2015,6
464,104,북강릉,2015-07,22.8,998.3,1007.3,20.1,74.0,60.8,1.6,40.21,0.0,29.5,2015,7
465,104,북강릉,2015-08,24.9,999.5,1008.4,22.1,72.0,177.0,1.7,54.99,0.0,31.5,2015,8
466,104,북강릉,2015-09,19.6,1005.8,1014.9,16.2,72.0,52.6,1.5,58.9,0.0,25.7,2015,9
467,104,북강릉,2015-10,15.4,1007.9,1017.2,9.5,54.0,23.2,1.9,73.66,0.0,19.8,2015,10
468,104,북강릉,2015-11,9.2,1014.0,1023.7,8.4,71.0,394.5,1.8,30.35,0.0,12.7,2015,11
469,104,북강릉,2015-12,4.4,1013.6,1023.4,4.6,53.0,6.9,1.8,55.75,0.0,4.5,2015,12
470,104,북강릉,2016-01,0.1,1012.0,1021.9,3.1,47.0,24.7,2.1,74.71,14.0,-0.5,2016,1
471,104,북강릉,2016-02,1.6,1012.1,1022.0,4.0,57.0,45.7,2.1,65.58,19.5,0.6,2016,2
472,104,북강릉,2016-03,7.2,1010.5,1020.2,5.5,56.0,29.6,1.7,51.53,8.5,7.2,2016,3
473,104,북강릉,2016-04,13.5,1003.4,1012.8,8.7,60.0,70.4,2.1,56.21,0.0,14.7,2016,4
474,104,북강릉,2016-05,18.2,1001.0,1010.2,11.7,59.0,34.1,2.0,62.56,0.0,22.5,2016,5
475,104,북강릉,2016-06,20.8,998.5,1007.5,18.6,78.0,64.4,1.4,41.18,0.0,26.0,2016,6
476,104,북강릉,2016-07,23.1,999.2,1008.2,24.0,86.0,377.1,1.2,26.46,0.0,25.9,2016,7
477,104,북강릉,2016-08,24.9,997.0,1006.0,25.3,80.0,259.4,1.3,52.78,0.0,28.4,2016,8
478,104,북강릉,2016-09,20.0,1005.0,1014.1,20.3,87.0,93.8,1.2,27.72,0.0,21.9,2016,9
479,104,북강릉,2016-10,14.9,1009.7,1019.1,13.3,77.0,82.2,1.3,38.72,0.0,15.4,2016,10
480,104,북강릉,2016-11,8.6,1011.9,1021.5,7.1,61.0,32.6,1.7,57.52,0.0,7.3,2016,11
481,104,북강릉,2016-12,4.5,1012.4,1022.2,4.8,57.0,90.2,1.8,57.27,18.5,2.7,2016,12
482,104,북강릉,2017-01,1.2,1012.4,1022.4,3.5,50.0,60.7,2.2,70.9,31.3,0.7,2017,1
483,104,북강릉,2017-02,3.2,1010.2,1020.1,3.5,45.0,2.6,2.2,68.91,14.5,2.2,2017,2
484,104,북강릉,2017-03,6.7,1008.4,1018.1,5.4,56.0,42.4,1.8,50.5,3.8,7.0,2017,3
485,104,북강릉,2017-04,14.5,1001.9,1011.2,8.0,52.0,42.2,2.4,65.48,0.0,15.8,2017,4
486,104,북강릉,2017-05,19.1,1001.0,1010.2,11.8,57.0,25.2,2.0,62.15,0.0,24.3,2017,5
487,104,북강릉,2017-06,19.8,999.2,1008.3,16.7,73.0,26.0,1.5,56.88,0.0,27.4,2017,6
488,104,북강릉,2017-07,25.4,997.9,1006.9,25.5,81.0,243.6,1.3,36.18,0.0,28.1,2017,7
489,104,북강릉,2017-08,23.1,999.2,1008.2,24.8,88.0,506.3,1.2,26.58,0.0,25.6,2017,8
490,104,북강릉,2017-09,20.1,1003.6,1012.8,17.9,77.0,51.9,1.5,65.87,0.0,24.2,2017,9
491,104,북강릉,2017-10,14.4,1011.6,1021.1,13.5,81.0,133.5,1.5,40.57,0.0,16.0,2017,10
492,104,북강릉,2017-11,8.0,1010.3,1020.0,5.8,50.0,30.6,2.1,71.0,0.0,7.5,2017,11
493,104,북강릉,2017-12,1.1,1012.3,1022.3,3.1,43.0,7.4,2.3,76.98,0.0,-0.1,2017,12
494,104,북강릉,2018-01,-0.8,1010.7,1020.8,2.7,42.0,2.8,2.1,71.22,5.1,-1.3,2018,1
495,104,북강릉,2018-02,0.1,1011.1,1021.1,3.1,47.0,43.5,2.2,72.01,1.0,0.0,2018,2
496,104,북강릉,2018-03,8.2,1009.9,1019.5,6.7,63.0,72.3,2.1,54.29,8.0,7.6,2018,3
497,104,북강릉,2018-04,13.4,1005.1,1014.5,7.6,54.0,151.8,2.2,57.4,0.0,13.8,2018,4
498,104,북강릉,2018-05,16.2,1001.9,1011.2,12.5,70.0,133.0,1.9,45.73,0.0,18.8,2018,5
499,104,북강릉,2018-06,21.6,998.4,1007.4,16.2,66.0,44.7,1.6,52.01,0.0,27.1,2018,6
500,104,북강릉,2018-07,25.1,1000.0,1009.0,24.4,78.0,204.0,1.3,50.62,0.0,29.2,2018,7
501,104,북강릉,2018-08,24.9,999.0,1007.9,25.5,82.0,432.2,1.3,38.95,0.0,28.5,2018,8
502,104,북강릉,2018-09,19.2,1004.6,1013.8,16.6,75.0,171.7,1.2,45.14,0.0,21.4,2018,9
503,104,북강릉,2018-10,13.2,1008.4,1017.8,9.4,62.0,232.5,1.9,65.05,0.0,13.5,2018,10
504,104,북강릉,2018-11,9.2,1012.7,1022.4,6.7,56.0,43.2,1.5,56.31,0.0,7.7,2018,11
505,104,북강릉,2018-12,2.1,1014.8,1024.7,3.4,42.0,16.4,1.8,69.41,0.0,0.8,2018,12
506,104,북강릉,2019-01,2.0,1012.8,1022.7,2.5,35.0,17.6,1.9,75.8,17.1,-0.2,2019,1
507,104,북강릉,2019-02,3.0,1012.3,1022.2,3.7,48.0,13.7,1.8,70.0,17.1,2.6,2019,2
508,104,북강릉,2019-03,8.1,1005.6,1015.1,5.1,49.0,39.3,2.1,61.0,0.0,8.2,2019,3
509,104,북강릉,2019-04,11.6,1004.8,1014.2,7.0,53.0,77.5,1.9,55.91,0.0,13.9,2019,4
510,104,북강릉,2019-05,19.7,1000.8,1009.9,9.9,46.0,2.6,2.0,67.74,0.0,23.9,2019,5
511,104,북강릉,2019-06,19.8,998.1,1006.8,16.8,75.0,122.4,1.4,49.97,0.0,25.2,2019,6
512,104,북강릉,2019-07,24.3,997.1,1005.6,23.0,77.0,251.0,1.5,42.68,0.0,27.8,2019,7
513,104,북강릉,2019-08,24.8,997.9,1006.4,24.4,79.0,260.4,1.3,50.72,0.0,28.2,2019,8
514,104,북강릉,2019-09,20.3,1006.5,1015.3,19.2,81.0,219.6,1.2,31.75,0.0,22.5,2019,9
515,104,북강릉,2019-10,15.5,1009.4,1018.4,12.6,71.0,432.1,1.5,43.01,0.0,16.2,2019,10
516,104,북강릉,2019-11,9.3,1011.5,1020.7,7.0,58.0,127.0,1.6,59.09,0.0,8.2,2019,11
517,104,북강릉,2019-12,4.5,1013.1,1022.4,3.9,44.0,6.5,2.0,64.69,0.0,2.5,2019,12
518,104,북강릉,2020-01,3.5,1012.0,1021.4,4.4,54.0,102.7,1.8,51.96,0.5,2.2,2020,1
519,104,북강릉,2020-02,4.1,1012.7,1022.1,4.4,52.0,70.7,2.0,63.91,4.2,4.2,2020,2
520,104,북강릉,2020-03,8.0,1006.3,1015.5,5.8,54.0,48.8,2.1,69.53,7.0,8.9,2020,3
521,104,북강릉,2020-04,10.8,1006.0,1015.1,6.2,50.0,68.5,2.3,64.37,0.0,12.6,2020,4
522,104,북강릉,2020-05,17.0,1000.3,1009.1,12.4,67.0,111.5,1.8,52.83,0.0,20.7,2020,5
523,104,북강릉,2020-06,22.2,996.5,1005.1,18.2,71.0,244.4,1.6,52.5,0.0,28.2,2020,6
524,104,북강릉,2020-07,21.0,998.7,1007.4,21.0,86.0,435.7,1.3,32.54,0.0,24.5,2020,7
525,104,북강릉,2020-08,25.4,999.1,1007.6,26.2,82.0,171.1,1.3,31.86,0.0,27.3,2020,8
526,104,북강릉,2020-09,19.4,1002.9,1011.6,17.4,78.0,541.7,1.7,42.13,0.0,22.0,2020,9
527,104,북강릉,2020-10,13.7,1010.3,1019.3,9.8,62.0,0.2,1.2,62.49,0.0,15.9,2020,10
528,104,북강릉,2020-11,9.9,1012.9,1022.1,6.1,47.0,5.8,1.5,67.04,0.0,11.4,2020,11
529,104,북강릉,2020-12,1.7,1013.3,1022.8,2.7,37.0,0.6,1.8,75.73,0.4,0.0,2020,12
530,104,북강릉,2021-01,-0.6,1012.2,1021.8,3.0,44.0,13.0,1.8,66.93,0.0,-1.8,2021,1
531,104,북강릉,2021-02,3.8,1008.8,1018.2,4.2,49.0,5.6,1.9,70.53,0.0,3.2,2021,2
532,104,북강릉,2021-03,8.3,1009.3,1018.5,6.4,62.0,115.7,1.6,56.7,37.4,7.9,2021,3
533,104,북강릉,2021-04,12.4,1008.7,1017.7,7.9,57.0,115.0,1.7,59.86,0.0,14.8,2021,4
534,104,북강릉,2021-05,16.4,998.8,1007.6,11.1,63.0,157.6,1.7,51.93,0.0,18.5,2021,5
535,104,북강릉,2021-06,20.1,999.0,1007.7,18.3,80.0,30.4,1.1,41.04,0.0,24.6,2021,6
536,104,북강릉,2021-07,24.5,1000.0,1008.5,25.7,84.0,146.0,0.9,56.91,0.0,30.9,2021,7
537,104,북강릉,2021-08,23.5,1000.0,1008.5,23.8,83.0,479.1,1.1,25.27,0.0,26.3,2021,8
538,104,북강릉,2021-09,20.0,1005.6,1014.3,18.8,82.0,128.7,1.0,45.63,0.0,22.6,2021,9
539,104,북강릉,2021-10,15.2,1011.6,1020.6,12.7,72.0,143.1,1.2,48.46,0.0,15.9,2021,10
540,104,북강릉,2021-11,10.0,1007.9,1017.0,6.7,52.0,16.6,1.6,70.0,0.0,8.1,2021,11
541,104,북강릉,2021-12,3.3,1012.1,1021.5,4.1,49.0,41.6,1.8,73.14,35.3,1.9,2021,12
542,104,북강릉,2022-01,0.5,1012.7,1022.2,3.1,48.0,5.8,1.4,75.42,10.4,-0.5,2022,1
543,104,북강릉,2022-02,1.1,1012.9,1022.4,2.7,38.0,3.2,2.0,81.48,0.0,1.1,2022,2
544,104,북강릉,2022-03,7.7,1007.0,1016.1,6.1,59.0,100.0,1.6,51.82,7.8,7.7,2022,3
545,104,북강릉,2022-04,14.6,1006.5,1015.4,8.2,53.0,65.1,1.7,64.69,0.0,16.0,2022,4
546,104,북강릉,2022-05,18.5,1001.6,1010.3,10.5,52.0,6.5,1.5,69.34,0.0,22.6,2022,5
547,104,북강릉,2022-06,21.2,998.4,1007.1,19.1,76.0,168.4,1.2,40.22,0.0,25.0,2022,6
548,104,북강릉,2022-07,24.1,997.5,1006.0,26.1,88.0,239.4,0.8,30.17,0.0,28.2,2022,7
549,104,북강릉,2022-08,24.3,997.6,1006.2,24.9,82.0,303.3,1.0,32.29,0.0,26.9,2022,8
550,104,북강릉,2022-09,20.0,1005.2,1013.9,18.3,78.0,235.9,1.1,53.64,0.0,22.4,2022,9
551,104,북강릉,2022-10,13.8,1011.9,1020.9,11.5,73.0,347.7,1.3,43.62,0.0,14.3,2022,10
552,104,북강릉,2022-11,11.2,1010.4,1019.5,7.8,57.0,53.4,1.3,64.99,0.0,9.3,2022,11
553,104,북강릉,2022-12,0.6,1011.7,1021.1,2.6,39.0,0.0,1.8,75.58,0.0,-1.1,2022,12
554,104,북강릉,2023-01,1.1,1012.3,1021.7,3.1,45.0,97.3,1.6,71.53,14.5,-0.6,2023,1
555,104,북강릉,2023-02,3.5,1014.6,1024.0,4.1,54.0,50.4,1.5,57.52,25.0,1.8,2023,2
556,104,북강릉,2023-03,9.9,1009.5,1018.6,6.2,52.0,9.3,1.5,61.24,0.8,10.0,2023,3
557,104,북강릉,2023-04,13.3,1004.4,1013.4,8.4,57.0,32.7,1.8,58.31,0.0,15.1,2023,4
558,104,북강릉,2023-05,17.9,1003.8,1012.6,12.5,64.0,91.4,1.3,53.85,0.0,22.3,2023,5
559,104,북강릉,2023-06,22.0,997.6,1006.2,18.4,73.0,171.3,1.2,55.98,0.0,26.3,2023,6
560,104,북강릉,2023-07,25.6,997.9,1006.4,25.7,79.0,109.1,1.1,39.75,0.0,28.2,2023,7
561,104,북강릉,2023-08,24.7,997.5,1006.0,25.9,85.0,502.9,1.0,35.25,0.0,28.1,2023,8
562,104,북강릉,2023-09,21.1,1004.8,1013.5,20.9,84.0,240.1,0.8,43.36,0.0,23.4,2023,9
563,104,북강릉,2023-10,15.7,1008.4,1017.3,10.9,62.0,21.3,1.2,62.64,0.0,15.2,2023,10
564,104,북강릉,2023-11,9.3,1009.2,1018.3,6.5,49.0,59.9,1.8,72.98,0.0,7.2,2023,11
565,104,북강릉,2023-12,2.8,1013.3,1022.7,4.7,57.0,248.4,1.6,63.15,1.7,1.1,2023,12
566,104,북강릉,2024-01,1.4,1013.4,1022.8,3.8,55.0,31.3,1.4,67.27,15.7,0.4,2024,1
567,104,북강릉,2024-02,3.0,1015.3,1024.8,5.7,76.0,165.6,1.1,32.97,30.9,1.6,2024,2
568,104,북강릉,2024-03,6.3,1007.7,1017.0,5.5,59.0,66.6,1.5,56.11,7.7,6.6,2024,3
569,104,북강릉,2024-04,14.5,1005.0,1013.9,9.9,62.0,38.7,1.3,54.87,0.0,16.3,2024,4
570,104,북강릉,2024-05,18.3,1002.8,1011.6,11.7,59.0,84.6,1.5,62.15,0.0,21.8,2024,5
571,104,북강릉,2024-06,22.3,998.0,1006.6,18.5,71.0,89.1,1.0,64.88,0.0,28.1,2024,6
572,104,북강릉,2024-07,26.5,996.6,1005.1,25.7,76.0,116.6,1.3,36.12,0.0,27.9,2024,7
573,104,북강릉,2024-08,26.9,998.9,1007.4,27.8,80.0,77.4,1.0,57.98,0.0,32.7,2024,8
574,104,북강릉,2024-09,21.9,1005.6,1014.2,22.8,86.0,546.3,0.9,33.74,0.0,24.1,2024,9
575,104,북강릉,2024-10,15.7,1011.0,1019.9,13.7,77.0,163.1,0.9,41.45,0.0,16.1,2024,10
576,104,북강릉,2024-11,10.7,1011.5,1020.6,8.8,65.0,54.7,1.2,56.37,2.5,9.4,2024,11
577,104,북강릉,2024-12,3.0,1010.4,1019.8,3.1,40.0,16.1,1.5,74.46,0.0,0.2,2024,12
578,105,강릉,2015-01,2.2,1018.9,1022.2,3.4,46.0,20.4,2.9,60.5,0.0,1.1,2015,1
579,105,강릉,2015-02,3.1,1017.0,1020.3,3.9,50.0,13.1,2.8,61.67,0.0,2.8,2015,2
580,105,강릉,2015-03,8.2,1016.1,1019.3,4.1,38.0,22.1,2.6,74.79,0.0,9.8,2015,3
581,105,강릉,2015-04,12.1,1013.1,1016.3,7.1,57.0,76.8,2.3,47.81,0.0,14.3,2015,4
582,105,강릉,2015-05,20.0,1005.0,1008.0,9.8,46.0,3.1,2.6,65.48,0.0,24.9,2015,5
583,105,강릉,2015-06,21.0,1004.6,1007.6,15.5,65.0,175.0,1.9,41.6,0.0,25.7,2015,6
584,105,강릉,2015-07,23.8,1004.5,1007.4,20.3,70.0,62.9,1.9,38.65,0.0,25.6,2015,7
585,105,강릉,2015-08,25.8,1005.5,1008.5,22.4,69.0,224.8,2.0,55.85,0.0,27.8,2015,8
586,105,강릉,2015-09,20.2,1012.0,1015.0,16.2,69.0,70.0,1.9,55.23,0.0,22.0,2015,9
587,105,강릉,2015-10,16.0,1014.3,1017.4,9.7,53.0,21.0,2.4,73.29,0.0,17.1,2015,10
588,105,강릉,2015-11,9.9,1020.6,1023.8,8.6,69.0,348.9,2.0,31.99,0.0,10.5,2015,11
589,105,강릉,2015-12,4.9,1020.4,1023.6,4.3,48.0,9.3,2.8,58.36,0.0,5.1,2015,12
590,105,강릉,2016-01,0.4,1018.9,1022.2,2.5,37.0,27.4,3.4,75.98,0.0,0.8,2016,1
591,105,강릉,2016-02,1.9,1019.0,1022.3,3.3,47.0,48.5,2.7,68.3,0.0,2.0,2016,2
592,105,강릉,2016-03,7.9,1017.3,1020.5,4.9,49.0,29.3,2.4,55.74,0.0,9.9,2016,3
593,105,강릉,2016-04,14.1,1010.0,1013.1,7.8,52.0,73.0,2.6,60.0,0.0,18.0,2016,4
594,105,강릉,2016-05,19.3,1007.4,1010.4,10.3,49.0,33.6,2.5,64.83,0.0,24.3,2016,5
595,105,강릉,2016-06,21.9,1004.7,1007.7,16.9,66.0,40.7,1.8,46.35,0.0,27.3,2016,6
596,105,강릉,2016-07,24.1,1005.4,1008.3,21.8,74.0,424.2,1.5,31.45,0.0,27.0,2016,7
597,105,강릉,2016-08,25.8,1003.2,1006.1,22.9,70.0,282.6,2.0,55.91,0.0,29.6,2016,8
598,105,강릉,2016-09,20.6,1011.3,1014.3,18.4,76.0,104.8,1.6,33.65,0.0,22.9,2016,9
599,105,강릉,2016-10,15.6,1016.1,1019.2,11.8,67.0,78.1,1.9,43.55,0.0,16.8,2016,10
600,105,강릉,2016-11,9.1,1018.6,1021.7,6.3,53.0,33.5,2.3,62.31,0.0,8.8,2016,11
601,105,강릉,2016-12,5.0,1019.2,1022.4,4.2,49.0,82.5,2.8,61.63,0.0,3.8,2016,12
602,105,강릉,2017-01,1.5,1019.4,1022.6,3.1,43.0,48.5,3.0,74.88,0.0,0.8,2017,1
603,105,강릉,2017-02,3.5,1017.0,1020.3,3.1,38.0,3.5,3.1,72.68,0.0,2.7,2017,2
604,105,강릉,2017-03,7.1,1015.2,1018.4,4.8,49.0,48.5,2.4,54.62,0.0,8.2,2017,3
605,105,강릉,2017-04,15.4,1008.4,1011.4,7.2,44.0,39.8,2.8,66.87,0.0,16.8,2017,4
606,105,강릉,2017-05,20.3,1007.4,1010.5,10.5,47.0,25.0,2.7,63.06,0.0,25.3,2017,5
607,105,강릉,2017-06,21.2,1005.4,1008.5,15.2,62.0,27.2,1.9,56.7,0.0,27.3,2017,6
608,105,강릉,2017-07,26.8,1004.1,1007.0,23.0,68.0,238.1,2.0,39.89,0.0,28.5,2017,7
609,105,강릉,2017-08,24.3,1005.4,1008.4,22.3,75.0,444.1,1.6,33.21,0.0,26.1,2017,8
610,105,강릉,2017-09,21.3,1009.9,1012.9,15.3,61.0,45.7,2.3,66.81,0.0,23.5,2017,9
611,105,강릉,2017-10,15.2,1018.1,1021.2,11.7,67.0,114.5,1.9,43.85,0.0,15.9,2017,10
612,105,강릉,2017-11,9.0,1017.1,1020.3,4.7,38.0,41.5,3.0,74.61,0.0,7.7,2017,11
613,105,강릉,2017-12,1.5,1019.3,1022.6,2.6,34.0,5.5,3.4,81.03,0.0,1.6,2017,12
614,105,강릉,2018-01,-0.2,1017.7,1021.0,2.1,32.0,2.5,3.3,73.5,0.0,0.2,2018,1
615,105,강릉,2018-02,0.5,1018.1,1021.4,2.6,38.0,52.0,3.0,74.16,0.0,2.0,2018,2
616,105,강릉,2018-03,9.2,1016.6,1019.8,5.6,51.0,94.0,2.7,56.88,0.0,9.9,2018,3
617,105,강릉,2018-04,14.5,1011.6,1014.7,7.1,48.0,151.4,2.8,61.34,0.0,15.5,2018,4
618,105,강릉,2018-05,17.3,1008.3,1011.4,12.8,67.0,162.9,2.2,47.34,0.0,19.9,2018,5
619,105,강릉,2018-06,23.2,1004.6,1007.6,16.5,61.0,38.6,2.0,53.21,0.0,29.2,2018,6
620,105,강릉,2018-07,26.8,1006.2,1009.1,24.7,72.0,195.5,1.9,48.8,0.0,30.7,2018,7
621,105,강릉,2018-08,26.2,1005.1,1008.0,25.9,77.0,419.1,1.7,43.36,0.0,28.8,2018,8
622,105,강릉,2018-09,20.0,1010.9,1013.9,16.6,72.0,161.2,1.9,47.84,0.0,21.7,2018,9
623,105,강릉,2018-10,14.1,1014.9,1018.0,9.2,57.0,248.0,2.6,68.55,0.0,13.8,2018,10
624,105,강릉,2018-11,10.0,1019.4,1022.5,6.6,53.0,51.3,2.2,60.84,0.0,8.3,2018,11
625,105,강릉,2018-12,2.7,1021.7,1025.0,3.5,41.0,22.9,2.8,73.06,0.0,1.8,2018,12
626,105,강릉,2019-01,2.8,1019.7,1023.0,2.5,34.0,16.6,3.3,78.47,0.0,1.8,2019,1
627,105,강릉,2019-02,3.8,1019.2,1022.4,3.6,44.0,17.7,2.7,72.55,0.0,3.1,2019,2
628,105,강릉,2019-03,8.9,1012.3,1015.5,5.2,47.0,49.6,2.9,64.16,0.0,8.9,2019,3
629,105,강릉,2019-04,12.6,1011.4,1014.5,7.2,51.0,85.5,2.5,56.67,0.0,14.7,2019,4
630,105,강릉,2019-05,21.0,1007.2,1010.2,10.2,44.0,4.5,2.7,67.2,0.0,25.3,2019,5
631,105,강릉,2019-06,21.4,1004.3,1007.5,17.0,69.0,132.2,1.9,51.01,0.0,25.6,2019,6
632,105,강릉,2019-07,25.8,1003.3,1006.3,23.1,71.0,220.8,2.1,44.95,0.0,28.3,2019,7
633,105,강릉,2019-08,26.5,1004.0,1007.1,24.6,72.0,264.5,2.0,53.54,0.0,28.5,2019,8
634,105,강릉,2019-09,21.5,1012.8,1016.0,19.3,76.0,233.3,1.8,39.3,0.0,22.7,2019,9
635,105,강릉,2019-10,16.6,1015.8,1019.1,12.7,67.0,536.0,2.2,47.14,0.0,16.3,2019,10
636,105,강릉,2019-11,10.2,1018.1,1021.4,7.2,56.0,104.7,2.5,62.23,0.0,9.2,2019,11
637,105,강릉,2019-12,5.3,1019.8,1023.2,4.4,47.0,5.1,2.7,62.85,0.0,3.3,2019,12
638,105,강릉,2020-01,4.4,1018.8,1022.1,4.7,56.0,107.5,2.7,51.04,0.0,2.8,2020,1
639,105,강릉,2020-02,5.0,1019.4,1022.8,4.8,53.0,77.5,2.8,62.63,0.0,4.8,2020,2
640,105,강릉,2020-03,8.7,1012.8,1016.2,6.3,56.0,47.1,2.6,67.62,0.0,9.9,2020,3
641,105,강릉,2020-04,11.8,1012.5,1015.7,6.8,51.0,65.6,2.8,57.95,0.0,13.2,2020,4
642,105,강릉,2020-05,18.3,1006.5,1009.7,13.1,65.0,95.5,2.3,47.01,0.0,21.5,2020,5
643,105,강릉,2020-06,24.1,1002.4,1005.5,19.3,67.0,270.4,2.2,48.05,0.0,30.5,2020,6
644,105,강릉,2020-07,22.4,1004.8,1007.9,22.1,83.0,375.9,1.6,28.04,0.0,24.9,2020,7
645,105,강릉,2020-08,27.0,1005.1,1008.2,27.0,77.0,150.4,1.8,26.9,0.0,27.3,2020,8
646,105,강릉,2020-09,20.6,1009.0,1012.2,17.9,75.0,613.8,2.2,37.43,0.0,21.9,2020,9
647,105,강릉,2020-10,15.1,1016.7,1019.9,10.2,60.0,0.6,2.2,58.52,0.0,18.2,2020,10
648,105,강릉,2020-11,11.0,1019.4,1022.7,6.7,48.0,7.7,2.7,63.99,0.0,11.5,2020,11
649,105,강릉,2020-12,3.0,1020.0,1023.4,3.2,40.0,0.9,3.0,73.11,0.0,3.2,2020,12
650,105,강릉,2021-01,0.6,1019.0,1022.4,3.4,46.0,11.4,2.6,65.23,0.0,1.0,2021,1
651,105,강릉,2021-02,4.9,1015.5,1018.9,4.6,50.0,5.1,2.9,67.2,0.0,7.4,2021,2
652,105,강릉,2021-03,9.7,1015.9,1019.2,6.9,60.0,122.0,2.3,54.16,0.0,9.3,2021,3
653,105,강릉,2021-04,13.8,1015.1,1018.4,8.5,56.0,108.1,2.2,54.96,0.0,16.5,2021,4
654,105,강릉,2021-05,17.9,1005.1,1008.3,11.7,60.0,157.5,2.4,46.58,0.0,19.1,2021,5
655,105,강릉,2021-06,22.0,1005.2,1008.3,19.0,73.0,32.5,1.8,35.94,0.0,25.9,2021,6
656,105,강릉,2021-07,26.7,1005.9,1009.0,26.6,77.0,142.2,1.5,47.79,0.0,31.2,2021,7
657,105,강릉,2021-08,25.5,1006.0,1009.1,24.8,77.0,438.1,1.8,17.87,0.0,26.8,2021,8
658,105,강릉,2021-09,21.7,1011.8,1014.9,19.7,77.0,111.6,1.7,35.98,0.0,23.8,2021,9
659,105,강릉,2021-10,16.5,1017.9,1021.2,13.4,70.0,130.9,1.9,45.73,0.0,17.3,2021,10
660,105,강릉,2021-11,11.1,1014.4,1017.7,7.1,52.0,13.1,2.6,64.82,0.0,9.7,2021,11
661,105,강릉,2021-12,4.4,1018.8,1022.2,4.4,48.0,43.9,2.9,69.48,0.0,4.0,2021,12
662,105,강릉,2022-01,1.5,1019.4,1022.8,3.3,47.0,7.4,2.5,72.46,0.0,0.9,2022,1
663,105,강릉,2022-02,2.0,1019.6,1023.0,2.9,39.0,1.2,3.0,79.13,0.0,2.4,2022,2
664,105,강릉,2022-03,9.0,1013.5,1016.8,6.4,57.0,102.9,2.3,52.09,0.0,8.8,2022,3
665,105,강릉,2022-04,16.1,1012.8,1016.0,8.7,50.0,68.8,2.5,63.45,0.0,14.7,2022,4
666,105,강릉,2022-05,20.3,1007.7,1010.8,11.0,48.0,5.8,2.6,63.99,0.0,22.2,2022,5
667,105,강릉,2022-06,23.6,1004.4,1007.5,20.3,71.0,186.0,1.9,36.78,0.0,25.0,2022,6
668,105,강릉,2022-07,26.3,1003.4,1006.5,27.1,80.0,227.9,1.4,25.76,0.0,27.3,2022,7
669,105,강릉,2022-08,26.6,1003.6,1006.7,25.9,75.0,307.5,1.7,29.99,0.0,26.3,2022,8
670,105,강릉,2022-09,21.8,1011.3,1014.4,19.0,73.0,202.5,1.8,49.44,0.0,22.5,2022,9
671,105,강릉,2022-10,15.3,1018.2,1021.4,12.0,70.0,293.2,2.0,41.56,0.0,14.9,2022,10
672,105,강릉,2022-11,12.7,1016.7,1020.0,8.2,55.0,62.3,2.2,61.25,0.0,10.2,2022,11
673,105,강릉,2023-01,2.4,1018.9,1022.3,3.4,44.0,77.9,2.6,71.23,0.0,1.5,2023,1
674,105,강릉,2023-02,5.2,1021.2,1024.6,4.6,54.0,38.5,2.3,54.34,0.0,3.0,2023,2
675,105,강릉,2023-03,12.1,1015.9,1019.2,6.9,50.0,8.8,2.3,61.89,0.0,10.6,2023,3
676,105,강릉,2023-04,15.3,1010.7,1013.9,9.1,54.0,33.4,2.6,55.96,0.0,15.2,2023,4
677,105,강릉,2023-05,20.3,1009.9,1013.0,13.3,59.0,91.1,2.1,50.72,0.0,22.3,2023,5
678,105,강릉,2023-06,23.2,1003.6,1006.7,18.1,66.0,160.0,2.0,49.79,0.0,26.8,2023,6
679,105,강릉,2023-07,27.5,1003.8,1006.9,25.9,72.0,104.7,1.8,35.83,0.0,28.4,2023,7
680,105,강릉,2023-08,26.2,1003.4,1006.5,26.5,80.0,520.8,1.6,32.93,0.0,28.1,2023,8
681,105,강릉,2023-09,22.4,1010.9,1014.0,21.4,80.0,236.8,1.7,39.9,0.0,23.5,2023,9
682,105,강릉,2023-10,17.0,1014.6,1017.8,11.1,59.0,26.1,2.4,61.32,0.0,17.9,2023,10
683,105,강릉,2023-11,10.5,1015.5,1018.8,6.7,48.0,41.0,2.9,70.72,0.0,10.4,2023,11
684,105,강릉,2023-12,3.6,1019.9,1023.3,4.9,56.0,229.2,2.7,62.35,0.0,2.3,2023,12
685,105,강릉,2024-01,2.2,1020.0,1023.4,4.0,54.0,46.8,2.6,65.47,0.0,0.9,2024,1
686,105,강릉,2024-02,3.6,1021.9,1025.4,5.8,75.0,175.3,1.8,30.51,0.0,2.6,2024,2
687,105,강릉,2024-03,7.0,1014.2,1017.6,5.8,58.0,66.0,2.3,54.98,0.0,7.9,2024,3
688,105,강릉,2024-04,15.8,1011.1,1014.3,10.2,60.0,41.9,1.9,53.64,0.0,16.6,2024,4
689,105,강릉,2024-07,27.9,1002.5,1005.5,26.3,72.0,115.7,2.4,33.96,0.0,28.3,2024,7
690,105,강릉,2024-08,28.7,1004.5,1007.6,28.3,73.0,87.2,1.9,55.06,0.0,35.1,2024,8
